trans_id,trans_type_id,trans_status_id,trans_amount,merchant_id,user_id,session_id,account_number,created_at,updated_at,load_created_at
2993,1,3,78396.22,30,17,2993,54375989,2023-10-09 23:41:26,2023-10-09 23:44:26,2023-10-09 23:45:26
2994,1,3,45706.43,40,15,2994,79834266,2024-02-09 20:25:32,2024-02-09 20:30:32,2024-02-09 20:31:32
2995,1,3,7450.7,30,10,2995,47993642,2024-05-27 12:13:30,2024-05-27 12:16:30,2024-05-27 12:17:30
2996,1,3,74468.39,30,10,2996,45610882,2024-04-16 20:59:11,2024-04-16 21:04:11,2024-04-16 21:05:11
2997,1,3,6660.0,20,12,2997,43074592,2024-08-24 21:39:14,2024-08-24 21:40:14,2024-08-24 21:41:14
2998,1,3,69680.63,10,3,2998,70359428,2023-11-02 15:51:33,2023-11-02 15:52:33,2023-11-02 15:53:33
2999,1,1,78785.05,10,19,0,19345012,2024-04-12 01:07:11,2024-04-12 01:11:11,2024-04-12 01:12:11
3000,1,3,77904.09,40,8,3000,41391548,2023-07-18 13:58:41,2023-07-18 14:03:41,2023-07-18 14:04:41
3001,1,3,87545.55,10,5,3001,96229025,2023-08-10 18:30:50,2023-08-10 18:32:50,2023-08-10 18:33:50
3002,1,2,4480.48,50,4,3002,67517548,2023-08-25 05:30:46,2023-08-25 05:31:46,2023-08-25 05:32:46
3003,1,1,41428.93,20,2,0,92436552,2024-08-23 01:56:59,2024-08-23 01:58:59,2024-08-23 01:59:59
3004,1,3,6505.66,50,18,3004,19974284,2023-09-10 21:18:23,2023-09-10 21:20:23,2023-09-10 21:21:23
3005,1,3,61266.57,20,7,3005,46096691,2024-06-12 00:07:57,2024-06-12 00:10:57,2024-06-12 00:11:57
3006,1,3,23293.93,30,10,3006,47993642,2024-06-11 20:57:42,2024-06-11 21:00:42,2024-06-11 21:01:42
3007,1,3,59697.43,30,9,3007,29993920,2024-07-07 20:15:21,2024-07-07 20:19:21,2024-07-07 20:20:21
3008,1,3,94561.46,50,12,3008,43074592,2023-08-29 07:28:40,2023-08-29 07:33:40,2023-08-29 07:34:40
3009,1,3,34126.11,10,7,3009,46096691,2023-10-21 15:37:57,2023-10-21 15:39:57,2023-10-21 15:40:57
3010,1,3,68472.29,30,7,3010,46096691,2024-06-21 06:12:43,2024-06-21 06:14:43,2024-06-21 06:15:43
3011,1,3,6279.61,10,2,3011,92436552,2024-01-19 08:13:42,2024-01-19 08:14:42,2024-01-19 08:15:42
3012,1,1,48488.92,10,15,0,94524600,2023-06-28 08:49:31,2023-06-28 08:52:31,2023-06-28 08:53:31
3013,1,3,21883.08,30,16,3013,97568832,2024-06-23 18:49:19,2024-06-23 18:50:19,2024-06-23 18:51:19
3014,1,3,52059.1,20,6,3014,69623614,2024-05-01 15:21:00,2024-05-01 15:23:00,2024-05-01 15:24:00
3015,1,3,94742.12,20,3,3015,70359428,2024-12-05 22:33:34,2024-12-05 22:35:34,2024-12-05 22:36:34
3016,1,3,51977.51,40,1,3016,66760199,2023-06-08 15:35:48,2023-06-08 15:38:48,2023-06-08 15:39:48
3017,1,3,91665.37,50,9,3017,52164352,2023-09-06 00:56:42,2023-09-06 00:59:42,2023-09-06 01:00:42
3018,1,3,27787.61,30,11,3018,88887346,2024-05-11 23:03:52,2024-05-11 23:07:52,2024-05-11 23:08:52
3019,1,3,76685.58,10,17,3019,54375989,2024-05-28 08:43:42,2024-05-28 08:44:42,2024-05-28 08:45:42
3020,1,3,11700.0,50,14,3020,91663348,2023-09-28 15:13:31,2023-09-28 15:16:31,2023-09-28 15:17:31
3021,1,3,15125.37,10,16,3021,97568832,2024-05-24 11:32:52,2024-05-24 11:34:52,2024-05-24 11:35:52
3022,1,1,65615.58,10,16,0,97568832,2024-03-19 18:48:53,2024-03-19 18:51:53,2024-03-19 18:52:53
3023,1,2,59423.56,50,17,3023,54375989,2023-11-22 15:45:52,2023-11-22 15:48:52,2023-11-22 15:49:52
3024,1,2,94743.81,30,9,3024,29993920,2023-08-29 10:24:13,2023-08-29 10:25:13,2023-08-29 10:26:13
3025,1,3,65398.81,10,14,3025,91663348,2024-02-27 16:07:48,2024-02-27 16:08:48,2024-02-27 16:09:48
3026,1,2,93388.99,40,8,3026,41391548,2024-01-23 20:48:09,2024-01-23 20:50:09,2024-01-23 20:51:09
3027,1,3,47478.83,10,1,3027,66760199,2024-01-16 19:04:38,2024-01-16 19:07:38,2024-01-16 19:08:38
3028,1,3,61585.97,50,8,3028,12951768,2024-01-03 18:01:02,2024-01-03 18:02:02,2024-01-03 18:03:02
3029,1,1,75518.22,20,11,0,88887346,2023-12-25 12:06:09,2023-12-25 12:08:09,2023-12-25 12:09:09
3030,1,1,77415.4,50,16,0,97568832,2023-11-29 10:31:58,2023-11-29 10:35:58,2023-11-29 10:36:58
3031,1,3,18194.51,30,2,3031,23951580,2023-08-29 02:48:08,2023-08-29 02:52:08,2023-08-29 02:53:08
3032,1,2,72576.06,20,16,3032,97568832,2024-01-08 03:37:22,2024-01-08 03:38:22,2024-01-08 03:39:22
3033,1,1,1387.62,10,14,0,91663348,2023-11-06 22:32:06,2023-11-06 22:34:06,2023-11-06 22:35:06
3034,1,3,74891.07,20,7,3034,46096691,2024-09-16 04:23:52,2024-09-16 04:28:52,2024-09-16 04:29:52
3035,1,3,63234.6,50,16,3035,97568832,2023-09-13 23:49:32,2023-09-13 23:51:32,2023-09-13 23:52:32
3036,1,2,45804.57,10,19,3036,19345012,2024-03-24 02:31:33,2024-03-24 02:34:33,2024-03-24 02:35:33
3037,1,2,50643.84,10,13,3037,61869615,2023-12-16 19:17:52,2023-12-16 19:22:52,2023-12-16 19:23:52
3038,1,3,91174.45,50,10,3038,45610882,2024-06-22 10:16:29,2024-06-22 10:20:29,2024-06-22 10:21:29
3039,1,2,50816.87,10,14,3039,91663348,2024-05-16 08:22:20,2024-05-16 08:26:20,2024-05-16 08:27:20
3040,1,1,65483.96,30,15,0,79834266,2024-05-26 13:46:40,2024-05-26 13:51:40,2024-05-26 13:52:40
3041,1,2,92390.81,30,9,3041,52164352,2024-05-02 11:09:07,2024-05-02 11:13:07,2024-05-02 11:14:07
3042,1,3,16263.26,40,18,3042,19974284,2024-01-23 15:42:12,2024-01-23 15:47:12,2024-01-23 15:48:12
3043,1,2,7420.73,30,11,3043,88887346,2024-04-27 13:51:49,2024-04-27 13:53:49,2024-04-27 13:54:49
3044,1,2,75098.89,40,9,3044,52164352,2023-12-15 09:18:45,2023-12-15 09:20:45,2023-12-15 09:21:45
3045,1,1,17238.61,20,4,0,67517548,2024-12-10 17:35:09,2024-12-10 17:36:09,2024-12-10 17:37:09
3046,1,2,90848.25,10,3,3046,70359428,2024-02-07 06:12:08,2024-02-07 06:15:08,2024-02-07 06:16:08
3047,1,3,58752.18,50,14,3047,91663348,2023-10-05 07:00:54,2023-10-05 07:04:54,2023-10-05 07:05:54
3048,1,2,23329.9,20,15,3048,79834266,2024-05-21 19:28:50,2024-05-21 19:31:50,2024-05-21 19:32:50
3049,1,3,61697.1,40,4,3049,67517548,2023-11-30 14:55:54,2023-11-30 14:59:54,2023-11-30 15:00:54
3050,1,2,31893.6,30,9,3050,52164352,2024-03-25 00:47:19,2024-03-25 00:51:19,2024-03-25 00:52:19
3051,1,3,36044.83,10,1,3051,66760199,2024-03-01 15:46:30,2024-03-01 15:50:30,2024-03-01 15:51:30
3052,1,1,83374.87,40,10,0,47993642,2023-12-31 14:57:14,2023-12-31 14:58:14,2023-12-31 14:59:14
3053,1,2,35569.4,20,14,3053,91663348,2024-09-24 20:26:23,2024-09-24 20:27:23,2024-09-24 20:28:23
3054,1,3,91528.7,10,5,3054,99020182,2024-04-02 16:15:51,2024-04-02 16:19:51,2024-04-02 16:20:51
3055,1,3,62146.18,30,18,3055,19974284,2024-07-17 05:34:27,2024-07-17 05:38:27,2024-07-17 05:39:27
3056,1,3,11723.33,40,12,3056,43074592,2023-06-11 05:28:24,2023-06-11 05:31:24,2023-06-11 05:32:24
3057,1,3,53192.25,30,4,3057,67517548,2024-05-12 09:49:49,2024-05-12 09:52:49,2024-05-12 09:53:49
3058,1,3,9061.5,40,20,3058,66816991,2024-02-10 07:01:03,2024-02-10 07:05:03,2024-02-10 07:06:03
3059,1,1,68621.86,20,5,0,99020182,2024-07-27 19:55:59,2024-07-27 19:56:59,2024-07-27 19:57:59
3060,1,3,85722.11,10,4,3060,67517548,2024-04-07 11:40:21,2024-04-07 11:41:21,2024-04-07 11:42:21
3061,1,2,3584.32,20,12,3061,43074592,2024-09-18 12:09:07,2024-09-18 12:13:07,2024-09-18 12:14:07
3062,1,3,2077.78,30,5,3062,99020182,2024-01-27 00:12:42,2024-01-27 00:13:42,2024-01-27 00:14:42
3063,1,3,12942.38,30,7,3063,46096691,2024-03-02 02:34:28,2024-03-02 02:38:28,2024-03-02 02:39:28
3064,1,2,17398.15,20,1,3064,66760199,2024-07-03 22:22:39,2024-07-03 22:26:39,2024-07-03 22:27:39
3065,1,1,40078.2,40,7,0,46096691,2023-12-29 00:21:17,2023-12-29 00:24:17,2023-12-29 00:25:17
3066,1,3,54065.73,10,16,3066,97568832,2023-11-05 05:38:28,2023-11-05 05:41:28,2023-11-05 05:42:28
3067,1,3,40316.38,40,4,3067,67517548,2023-08-11 13:24:29,2023-08-11 13:28:29,2023-08-11 13:29:29
3068,1,3,9752.59,10,17,3068,54375989,2023-11-07 03:11:09,2023-11-07 03:13:09,2023-11-07 03:14:09
3069,1,3,99882.2,40,6,3069,69623614,2023-10-22 09:30:36,2023-10-22 09:33:36,2023-10-22 09:34:36
3070,1,3,3601.34,40,14,3070,91663348,2024-02-09 15:30:22,2024-02-09 15:31:22,2024-02-09 15:32:22
3071,1,3,87599.46,50,12,3071,43074592,2023-10-09 01:37:35,2023-10-09 01:40:35,2023-10-09 01:41:35
3072,1,2,59851.84,20,8,3072,12951768,2024-08-25 02:16:26,2024-08-25 02:18:26,2024-08-25 02:19:26
3073,1,3,77248.22,20,16,3073,97568832,2024-04-04 20:22:09,2024-04-04 20:24:09,2024-04-04 20:25:09
3074,1,3,42070.71,50,14,3074,91663348,2024-05-07 23:24:07,2024-05-07 23:27:07,2024-05-07 23:28:07
3075,1,3,41631.51,20,20,3075,66816991,2024-12-02 21:27:38,2024-12-02 21:28:38,2024-12-02 21:29:38
3076,1,3,96491.42,50,15,3076,94524600,2023-10-02 21:07:51,2023-10-02 21:10:51,2023-10-02 21:11:51
3077,1,3,56763.99,30,14,3077,91663348,2023-08-19 17:09:44,2023-08-19 17:13:44,2023-08-19 17:14:44
3078,1,3,34530.26,20,5,3078,96229025,2024-12-16 06:17:08,2024-12-16 06:21:08,2024-12-16 06:22:08
3079,1,3,9921.73,30,2,3079,92436552,2024-07-09 00:06:11,2024-07-09 00:11:11,2024-07-09 00:12:11
3080,1,3,57937.38,20,4,3080,67517548,2024-04-03 21:31:46,2024-04-03 21:36:46,2024-04-03 21:37:46
3081,1,2,5621.9,50,19,3081,19345012,2023-10-15 06:34:17,2023-10-15 06:38:17,2023-10-15 06:39:17
3082,1,1,46937.82,30,7,0,46096691,2023-09-26 14:59:45,2023-09-26 15:00:45,2023-09-26 15:01:45
3083,1,3,98435.67,50,12,3083,43074592,2023-12-25 19:48:53,2023-12-25 19:53:53,2023-12-25 19:54:53
3084,1,2,2303.07,10,16,3084,97568832,2024-01-01 17:06:54,2024-01-01 17:08:54,2024-01-01 17:09:54
3085,1,3,55600.32,50,2,3085,23951580,2024-02-08 03:52:03,2024-02-08 03:54:03,2024-02-08 03:55:03
3086,1,3,69939.47,30,6,3086,69623614,2024-03-26 21:03:54,2024-03-26 21:06:54,2024-03-26 21:07:54
3087,1,3,72725.6,10,18,3087,19974284,2023-09-07 19:47:03,2023-09-07 19:50:03,2023-09-07 19:51:03
3088,1,3,11817.77,10,15,3088,79834266,2024-05-15 01:01:11,2024-05-15 01:04:11,2024-05-15 01:05:11
3089,1,3,99314.31,50,7,3089,46096691,2023-09-02 00:58:17,2023-09-02 01:00:17,2023-09-02 01:01:17
3090,1,3,44500.74,20,15,3090,94524600,2024-02-02 07:02:10,2024-02-02 07:07:10,2024-02-02 07:08:10
3091,1,3,22570.68,30,20,3091,66816991,2023-09-29 04:04:59,2023-09-29 04:06:59,2023-09-29 04:07:59
3092,1,3,18855.67,30,16,3092,97568832,2024-01-09 06:34:20,2024-01-09 06:39:20,2024-01-09 06:40:20
3093,1,3,44106.0,10,2,3093,92436552,2024-03-30 16:09:15,2024-03-30 16:14:15,2024-03-30 16:15:15
3094,1,3,15411.77,30,10,3094,47993642,2023-11-12 15:20:58,2023-11-12 15:23:58,2023-11-12 15:24:58
3095,1,1,3477.05,20,5,0,99020182,2024-04-13 08:48:28,2024-04-13 08:52:28,2024-04-13 08:53:28
3096,1,3,74979.4,30,7,3096,46096691,2024-05-13 09:45:20,2024-05-13 09:49:20,2024-05-13 09:50:20
3097,1,3,77647.73,40,2,3097,92436552,2023-08-25 15:45:58,2023-08-25 15:47:58,2023-08-25 15:48:58
3098,1,3,17696.2,40,9,3098,52164352,2023-11-30 14:25:23,2023-11-30 14:27:23,2023-11-30 14:28:23
3099,1,1,29201.65,20,7,0,46096691,2024-05-11 22:22:02,2024-05-11 22:24:02,2024-05-11 22:25:02
3100,1,3,34157.44,50,19,3100,19345012,2024-03-16 20:53:41,2024-03-16 20:57:41,2024-03-16 20:58:41
3101,1,3,62019.22,40,4,3101,67517548,2023-07-21 02:29:05,2023-07-21 02:33:05,2023-07-21 02:34:05
3102,1,3,99846.14,40,16,3102,97568832,2023-03-19 14:49:20,2023-03-19 14:51:20,2023-03-19 14:52:20
3103,1,3,6955.46,30,2,3103,23951580,2023-08-07 16:28:06,2023-08-07 16:29:06,2023-08-07 16:30:06
3104,1,3,81619.17,20,15,3104,94524600,2024-07-20 10:15:00,2024-07-20 10:18:00,2024-07-20 10:19:00
3105,1,3,75589.35,50,2,3105,92436552,2024-06-24 22:45:24,2024-06-24 22:48:24,2024-06-24 22:49:24
3106,1,3,16751.99,20,18,3106,19974284,2024-06-11 00:59:27,2024-06-11 01:02:27,2024-06-11 01:03:27
3107,1,3,6987.04,50,5,3107,96229025,2024-01-15 07:07:20,2024-01-15 07:10:20,2024-01-15 07:11:20
3108,1,3,59707.18,20,2,3108,23951580,2024-10-12 02:54:08,2024-10-12 02:56:08,2024-10-12 02:57:08
3109,1,2,92976.59,50,6,3109,69623614,2024-01-28 12:11:23,2024-01-28 12:16:23,2024-01-28 12:17:23
3110,1,3,18081.03,40,9,3110,52164352,2024-03-08 16:07:40,2024-03-08 16:08:40,2024-03-08 16:09:40
3111,1,3,80972.99,20,17,3111,54375989,2024-03-25 15:15:08,2024-03-25 15:18:08,2024-03-25 15:19:08
3112,1,2,28026.92,10,18,3112,19974284,2024-03-28 12:14:32,2024-03-28 12:18:32,2024-03-28 12:19:32
3113,1,3,16426.81,40,6,3113,69623614,2023-03-11 21:30:18,2023-03-11 21:32:18,2023-03-11 21:33:18
3114,1,2,73501.11,50,17,3114,54375989,2023-08-27 18:13:48,2023-08-27 18:14:48,2023-08-27 18:15:48
3115,1,3,70884.14,50,15,3115,94524600,2023-12-07 00:22:25,2023-12-07 00:26:25,2023-12-07 00:27:25
3116,1,3,74267.94,30,1,3116,66760199,2024-07-18 05:18:46,2024-07-18 05:19:46,2024-07-18 05:20:46
3117,1,2,64623.66,10,20,3117,66816991,2023-09-02 02:07:09,2023-09-02 02:10:09,2023-09-02 02:11:09
3118,1,3,10340.72,20,3,3118,70359428,2024-01-17 13:18:33,2024-01-17 13:20:33,2024-01-17 13:21:33
3119,1,2,14964.07,40,15,3119,94524600,2023-08-29 00:26:31,2023-08-29 00:31:31,2023-08-29 00:32:31
3120,1,1,60078.7,30,16,0,97568832,2023-09-08 16:10:45,2023-09-08 16:14:45,2023-09-08 16:15:45
3121,1,3,18245.65,40,7,3121,46096691,2023-10-30 20:00:15,2023-10-30 20:02:15,2023-10-30 20:03:15
3122,1,2,6693.2,20,19,3122,19345012,2024-03-29 19:00:28,2024-03-29 19:01:28,2024-03-29 19:02:28
3123,1,3,72738.47,10,5,3123,99020182,2023-12-26 21:23:01,2023-12-26 21:26:01,2023-12-26 21:27:01
3124,1,3,80910.16,40,12,3124,43074592,2023-05-25 04:40:52,2023-05-25 04:41:52,2023-05-25 04:42:52
3125,1,3,11750.46,10,3,3125,70359428,2023-07-04 20:15:51,2023-07-04 20:20:51,2023-07-04 20:21:51
3126,1,3,23200.66,50,14,3126,91663348,2024-04-15 06:48:36,2024-04-15 06:53:36,2024-04-15 06:54:36
3127,1,3,78657.87,20,3,3127,72547969,2024-05-22 08:59:15,2024-05-22 09:00:15,2024-05-22 09:01:15
3128,1,2,23457.07,10,13,3128,61869615,2023-08-13 09:25:20,2023-08-13 09:30:20,2023-08-13 09:31:20
3129,1,2,51449.05,30,20,3129,66816991,2024-01-30 01:55:56,2024-01-30 01:56:56,2024-01-30 01:57:56
3130,1,3,34484.02,40,19,3130,19345012,2024-01-28 10:22:47,2024-01-28 10:25:47,2024-01-28 10:26:47
3131,1,3,59250.87,30,6,3131,69623614,2023-09-17 20:48:24,2023-09-17 20:51:24,2023-09-17 20:52:24
3132,1,2,97433.88,10,8,3132,41391548,2023-12-06 03:26:02,2023-12-06 03:30:02,2023-12-06 03:31:02
3133,1,2,62570.81,50,10,3133,45610882,2023-12-11 01:01:29,2023-12-11 01:04:29,2023-12-11 01:05:29
3134,1,3,9630.9,20,12,3134,43074592,2024-07-24 23:04:14,2024-07-24 23:07:14,2024-07-24 23:08:14
3135,1,3,96439.64,50,12,3135,43074592,2024-06-09 15:14:37,2024-06-09 15:15:37,2024-06-09 15:16:37
3136,1,3,21393.71,40,13,3136,61869615,2023-08-08 13:47:25,2023-08-08 13:51:25,2023-08-08 13:52:25
3137,1,2,73040.63,30,5,3137,96229025,2024-06-18 17:11:00,2024-06-18 17:15:00,2024-06-18 17:16:00
3138,1,2,18546.13,10,14,3138,91663348,2024-02-16 01:06:47,2024-02-16 01:09:47,2024-02-16 01:10:47
3139,1,2,89392.66,40,14,3139,91663348,2023-03-17 04:03:05,2023-03-17 04:05:05,2023-03-17 04:06:05
3140,1,2,9932.41,30,13,3140,61869615,2024-02-26 05:34:07,2024-02-26 05:38:07,2024-02-26 05:39:07
3141,1,3,62237.47,10,20,3141,66816991,2024-05-02 06:39:45,2024-05-02 06:44:45,2024-05-02 06:45:45
3142,1,3,31023.84,10,10,3142,47993642,2024-01-08 15:48:58,2024-01-08 15:49:58,2024-01-08 15:50:58
3143,1,3,33146.74,50,12,3143,43074592,2023-11-25 18:22:48,2023-11-25 18:24:48,2023-11-25 18:25:48
3144,1,3,73763.38,40,12,3144,43074592,2023-03-31 13:30:29,2023-03-31 13:34:29,2023-03-31 13:35:29
3145,1,1,46529.16,40,10,0,45610882,2024-01-19 17:31:39,2024-01-19 17:33:39,2024-01-19 17:34:39
3146,1,3,38022.77,10,17,3146,54375989,2023-10-26 22:26:11,2023-10-26 22:30:11,2023-10-26 22:31:11
3147,1,3,18744.44,10,8,3147,41391548,2024-05-03 16:34:24,2024-05-03 16:38:24,2024-05-03 16:39:24
3148,1,2,99600.07,10,4,3148,67517548,2024-04-10 18:16:50,2024-04-10 18:19:50,2024-04-10 18:20:50
3149,1,3,45693.08,10,5,3149,99020182,2023-07-15 01:26:11,2023-07-15 01:27:11,2023-07-15 01:28:11
3150,1,3,67128.7,40,17,3150,54375989,2023-04-20 20:11:08,2023-04-20 20:15:08,2023-04-20 20:16:08
3151,1,3,98021.72,20,20,3151,66816991,2024-10-05 20:07:21,2024-10-05 20:12:21,2024-10-05 20:13:21
3152,1,3,63646.86,40,15,3152,94524600,2024-02-07 11:08:06,2024-02-07 11:11:06,2024-02-07 11:12:06
3153,1,3,50452.24,30,9,3153,52164352,2023-09-08 07:16:24,2023-09-08 07:20:24,2023-09-08 07:21:24
3154,1,3,55147.03,30,4,3154,67517548,2023-10-09 14:47:02,2023-10-09 14:50:02,2023-10-09 14:51:02
3155,1,2,30391.72,10,9,3155,52164352,2023-09-03 05:16:19,2023-09-03 05:17:19,2023-09-03 05:18:19
3156,1,3,82463.86,40,18,3156,19974284,2023-03-19 06:04:44,2023-03-19 06:08:44,2023-03-19 06:09:44
3157,1,3,16292.01,30,15,3157,79834266,2023-08-07 14:39:10,2023-08-07 14:43:10,2023-08-07 14:44:10
3158,1,3,93350.81,10,5,3158,96229025,2023-10-11 11:10:25,2023-10-11 11:13:25,2023-10-11 11:14:25
3159,1,3,50866.35,20,3,3159,70359428,2024-06-04 00:07:33,2024-06-04 00:08:33,2024-06-04 00:09:33
3160,1,2,76770.64,20,12,3160,43074592,2024-04-20 00:16:44,2024-04-20 00:19:44,2024-04-20 00:20:44
3161,1,3,603.55,10,15,3161,94524600,2023-10-29 08:52:32,2023-10-29 08:55:32,2023-10-29 08:56:32
3162,1,3,343.71,10,2,3162,23951580,2023-07-09 13:42:26,2023-07-09 13:43:26,2023-07-09 13:44:26
3163,1,2,27730.91,10,5,3163,99020182,2023-11-06 05:31:50,2023-11-06 05:34:50,2023-11-06 05:35:50
3164,1,3,84866.33,40,1,3164,66760199,2023-03-27 21:03:37,2023-03-27 21:04:37,2023-03-27 21:05:37
3165,1,3,81010.03,20,10,3165,47993642,2024-05-20 00:51:34,2024-05-20 00:54:34,2024-05-20 00:55:34
3166,1,3,91665.76,20,16,3166,97568832,2024-06-14 11:38:56,2024-06-14 11:42:56,2024-06-14 11:43:56
3167,1,2,76008.89,20,11,3167,88887346,2024-08-12 11:48:38,2024-08-12 11:52:38,2024-08-12 11:53:38
3168,1,2,18504.46,50,10,3168,47993642,2024-06-15 17:16:11,2024-06-15 17:20:11,2024-06-15 17:21:11
3169,1,3,41901.25,40,10,3169,45610882,2023-11-15 04:33:55,2023-11-15 04:34:55,2023-11-15 04:35:55
3170,1,3,26168.94,20,10,3170,45610882,2024-08-24 21:57:44,2024-08-24 22:02:44,2024-08-24 22:03:44
3171,1,3,24417.03,50,5,3171,96229025,2024-03-21 07:15:52,2024-03-21 07:20:52,2024-03-21 07:21:52
3172,1,3,29151.78,10,12,3172,43074592,2023-07-21 14:14:54,2023-07-21 14:19:54,2023-07-21 14:20:54
3173,1,3,57578.55,20,7,3173,46096691,2024-02-08 05:48:25,2024-02-08 05:49:25,2024-02-08 05:50:25
3174,1,3,78060.97,30,6,3174,69623614,2023-10-30 04:28:57,2023-10-30 04:31:57,2023-10-30 04:32:57
3175,1,3,38088.15,40,3,3175,72547969,2024-01-27 18:26:43,2024-01-27 18:28:43,2024-01-27 18:29:43
3176,1,3,38609.11,40,14,3176,91663348,2023-10-30 17:14:36,2023-10-30 17:19:36,2023-10-30 17:20:36
3177,1,3,26226.6,30,7,3177,46096691,2023-10-15 09:50:11,2023-10-15 09:53:11,2023-10-15 09:54:11
3178,1,3,14357.84,40,11,3178,88887346,2023-05-23 17:01:55,2023-05-23 17:05:55,2023-05-23 17:06:55
3179,1,3,82437.85,30,15,3179,79834266,2024-06-11 07:20:24,2024-06-11 07:25:24,2024-06-11 07:26:24
3180,1,3,47933.7,50,13,3180,61869615,2024-05-10 02:28:12,2024-05-10 02:30:12,2024-05-10 02:31:12
3181,1,3,51152.94,10,9,3181,29993920,2023-07-09 06:32:35,2023-07-09 06:33:35,2023-07-09 06:34:35
3182,1,3,25442.06,50,20,3182,66816991,2024-01-12 00:32:07,2024-01-12 00:37:07,2024-01-12 00:38:07
3183,1,3,85341.41,30,5,3183,99020182,2024-06-16 22:29:21,2024-06-16 22:33:21,2024-06-16 22:34:21
3184,1,3,4670.81,10,6,3184,69623614,2024-02-08 21:26:44,2024-02-08 21:31:44,2024-02-08 21:32:44
3185,1,1,98381.52,30,7,0,46096691,2024-03-30 07:24:36,2024-03-30 07:29:36,2024-03-30 07:30:36
3186,1,3,53579.33,30,12,3186,43074592,2023-12-20 09:44:16,2023-12-20 09:49:16,2023-12-20 09:50:16
3187,1,2,61869.77,40,20,3187,35011346,2023-08-30 11:55:03,2023-08-30 11:59:03,2023-08-30 12:00:03
3188,1,2,14819.87,50,10,3188,47993642,2023-08-08 12:15:41,2023-08-08 12:19:41,2023-08-08 12:20:41
3189,1,2,86136.78,40,11,3189,88887346,2023-07-04 01:35:02,2023-07-04 01:38:02,2023-07-04 01:39:02
3190,1,1,56470.25,10,14,0,91663348,2024-04-17 22:03:03,2024-04-17 22:04:03,2024-04-17 22:05:03
3191,1,2,13503.92,40,4,3191,67517548,2023-08-25 00:20:18,2023-08-25 00:23:18,2023-08-25 00:24:18
3192,1,3,7362.72,20,8,3192,41391548,2024-10-24 21:03:51,2024-10-24 21:06:51,2024-10-24 21:07:51
3193,1,3,17261.06,40,3,3193,70359428,2023-10-10 09:38:44,2023-10-10 09:39:44,2023-10-10 09:40:44
3194,1,3,84435.87,50,11,3194,88887346,2024-02-22 08:51:02,2024-02-22 08:55:02,2024-02-22 08:56:02
3195,1,3,11622.18,40,8,3195,41391548,2023-06-21 18:48:13,2023-06-21 18:50:13,2023-06-21 18:51:13
3196,1,3,26448.15,20,13,3196,61869615,2024-03-27 14:50:41,2024-03-27 14:52:41,2024-03-27 14:53:41
3197,1,2,54162.51,20,6,3197,69623614,2024-06-25 22:55:52,2024-06-25 22:59:52,2024-06-25 23:00:52
3198,1,3,45746.09,40,7,3198,46096691,2023-12-26 21:42:45,2023-12-26 21:44:45,2023-12-26 21:45:45
3199,1,3,94488.79,40,17,3199,54375989,2023-05-14 16:16:24,2023-05-14 16:17:24,2023-05-14 16:18:24
3200,1,3,49285.0,40,14,3200,91663348,2023-05-14 03:19:08,2023-05-14 03:22:08,2023-05-14 03:23:08
3201,1,3,82896.3,20,19,3201,19345012,2024-07-17 02:59:46,2024-07-17 03:03:46,2024-07-17 03:04:46
3202,1,1,25138.38,10,6,0,69623614,2024-03-06 07:51:42,2024-03-06 07:56:42,2024-03-06 07:57:42
3203,1,3,80274.83,50,20,3203,35011346,2024-03-21 01:23:09,2024-03-21 01:28:09,2024-03-21 01:29:09
3204,1,2,73443.82,30,6,3204,69623614,2024-02-15 05:13:33,2024-02-15 05:16:33,2024-02-15 05:17:33
3205,1,1,5039.74,30,10,0,45610882,2024-04-26 21:53:52,2024-04-26 21:57:52,2024-04-26 21:58:52
3206,1,3,44096.35,40,10,3206,47993642,2024-02-22 12:09:09,2024-02-22 12:10:09,2024-02-22 12:11:09
3207,1,3,82043.05,30,1,3207,66760199,2024-07-16 16:14:43,2024-07-16 16:16:43,2024-07-16 16:17:43
3208,1,2,21725.67,30,1,3208,66760199,2023-08-22 06:28:38,2023-08-22 06:32:38,2023-08-22 06:33:38
3209,1,3,69683.89,20,13,3209,61869615,2024-04-01 03:52:19,2024-04-01 03:54:19,2024-04-01 03:55:19
3210,1,3,83415.4,10,15,3210,94524600,2024-06-01 17:55:33,2024-06-01 18:00:33,2024-06-01 18:01:33
3211,1,2,52796.18,40,19,3211,19345012,2023-11-27 20:12:07,2023-11-27 20:17:07,2023-11-27 20:18:07
3212,1,3,51905.28,40,12,3212,43074592,2024-02-29 13:13:34,2024-02-29 13:18:34,2024-02-29 13:19:34
3213,1,3,18945.41,20,19,3213,19345012,2024-02-29 09:02:51,2024-02-29 09:05:51,2024-02-29 09:06:51
3214,1,1,16019.54,20,7,0,46096691,2024-09-13 09:09:00,2024-09-13 09:10:00,2024-09-13 09:11:00
3215,1,3,68451.99,50,14,3215,91663348,2024-02-12 01:14:43,2024-02-12 01:16:43,2024-02-12 01:17:43
3216,1,3,76134.75,20,15,3216,94524600,2024-11-08 06:37:13,2024-11-08 06:40:13,2024-11-08 06:41:13
3217,1,3,55604.91,20,15,3217,94524600,2024-04-11 19:24:22,2024-04-11 19:25:22,2024-04-11 19:26:22
